from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_route_id,to_route_id,from_trip_id,to_trip_id
ch:1:sloid:93214:0:580881,ch:1:sloid:93214:0:706795,2,180,,,,
ch:1:sloid:93214:0:580881,ch:1:sloid:93214:0:59325,2,180,,,,
ch:1:sloid:93214:0:580881,ch:1:sloid:93214:0:130028,2,120,,,,
ch:1:sloid:93214:0:130028,ch:1:sloid:93214:0:706795,2,180,,,,
ch:1:sloid:93214:0:130028,ch:1:sloid:93214:0:59325,2,180,,,,
ch:1:sloid:93214:0:130028,ch:1:sloid:93214:0:580881,2,120,,,,
ch:1:sloid:93123:0:462292,ch:1:sloid:93123:0:338860,2,120,,,,
ch:1:sloid:93123:0:338860,ch:1:sloid:93123:0:462292,2,120,,,,
ch:1:sloid:92728:0:229247,ch:1:sloid:92728:0:128181,2,120,,,,
ch:1:sloid:92728:0:128181,ch:1:sloid:92728:0:229247,2,120,,,,
ch:1:sloid:7416:0:871960,ch:1:sloid:7416:0:549108,2,120,,,,
ch:1:sloid:7416:0:549108,ch:1:sloid:7416:0:871960,2,120,,,,
ch:1:sloid:95228:0:105925,ch:1:sloid:95228:0:659082,2,120,,,,
ch:1:sloid:95228:0:659082,ch:1:sloid:95228:0:105925,2,120,,,,
ch:1:sloid:93103:0:527487,ch:1:sloid:93103:0:261,2,120,,,,
ch:1:sloid:87389:0:387856,ch:1:sloid:87389:0:419780,2,120,,,,
ch:1:sloid:87389:0:419780,ch:1:sloid:87389:0:387856,2,120,,,,
ch:1:sloid:93101:0:408613,ch:1:sloid:93101:0:260,2,120,,,,
ch:1:sloid:93102:0:298080,ch:1:sloid:93102:0:485406,2,120,,,,
ch:1:sloid:93102:0:485406,ch:1:sloid:93102:0:298080,2,120,,,,
ch:1:sloid:87037:0:990639,ch:1:sloid:87037:0:594775,2,180,,,,
ch:1:sloid:87037:0:990639,ch:1:sloid:87037:0:594868,2,120,,,,
ch:1:sloid:87037:0:990639,ch:1:sloid:87037:0:165257,2,120,,,,
ch:1:sloid:87037:0:990639,ch:1:sloid:87037:0:753973,2,120,,,,
ch:1:sloid:87037:0:594775,ch:1:sloid:87037:0:990639,2,180,,,,
ch:1:sloid:87037:0:594775,ch:1:sloid:87037:0:594868,2,180,,,,
ch:1:sloid:87037:0:594775,ch:1:sloid:87037:0:165257,2,180,,,,
ch:1:sloid:87037:0:594775,ch:1:sloid:87037:0:753973,2,120,,,,
ch:1:sloid:87037:0:594868,ch:1:sloid:87037:0:990639,2,120,,,,
ch:1:sloid:87037:0:594868,ch:1:sloid:87037:0:594775,2,180,,,,
ch:1:sloid:87037:0:594868,ch:1:sloid:87037:0:165257,2,180,,,,
ch:1:sloid:87037:0:594868,ch:1:sloid:87037:0:753973,2,120,,,,
ch:1:sloid:87037:0:165257,ch:1:sloid:87037:0:990639,2,120,,,,
ch:1:sloid:87037:0:165257,ch:1:sloid:87037:0:594775,2,180,,,,
ch:1:sloid:87037:0:165257,ch:1:sloid:87037:0:594868,2,180,,,,
ch:1:sloid:87037:0:165257,ch:1:sloid:87037:0:753973,2,120,,,,
ch:1:sloid:87037:0:753973,ch:1:sloid:87037:0:990639,2,120,,,,
ch:1:sloid:87037:0:753973,ch:1:sloid:87037:0:594775,2,120,,,,
ch:1:sloid:87037:0:753973,ch:1:sloid:87037:0:594868,2,120,,,,
ch:1:sloid:87037:0:753973,ch:1:sloid:87037:0:165257,2,120,,,,
ch:1:sloid:92753:0:175752,ch:1:sloid:92753:0:58051,2,120,,,,
ch:1:sloid:92753:0:58051,ch:1:sloid:92753:0:175752,2,120,,,,
ch:1:sloid:1401811:0:345173,ch:1:sloid:1401811:0:618373,2,120,,,,
ch:1:sloid:1401811:0:618373,ch:1:sloid:1401811:0:345173,2,120,,,,
ch:1:sloid:1401807:0:348761,ch:1:sloid:1401807:0:691832,2,120,,,,
ch:1:sloid:1401807:0:691832,ch:1:sloid:1401807:0:348761,2,120,,,,
ch:1:sloid:1402567:0:524602,ch:1:sloid:1402567:0:161144,2,120,,,,
ch:1:sloid:1402567:0:524602,ch:1:sloid:1402567:0:88296,2,120,,,,
ch:1:sloid:1402567:0:524602,ch:1:sloid:1402567:0:242753,2,120,,,,
ch:1:sloid:1402567:0:161144,ch:1:sloid:1402567:0:524602,2,120,,,,
ch:1:sloid:1402567:0:161144,ch:1:sloid:1402567:0:88296,2,120,,,,
ch:1:sloid:1402567:0:161144,ch:1:sloid:1402567:0:242753,2,120,,,,
ch:1:sloid:1402567:0:88296,ch:1:sloid:1402567:0:524602,2,120,,,,
ch:1:sloid:1402567:0:88296,ch:1:sloid:1402567:0:161144,2,120,,,,
ch:1:sloid:1402567:0:88296,ch:1:sloid:1402567:0:242753,2,120,,,,
ch:1:sloid:1402567:0:242753,ch:1:sloid:1402567:0:524602,2,120,,,,
ch:1:sloid:1402567:0:242753,ch:1:sloid:1402567:0:161144,2,120,,,,
ch:1:sloid:1402567:0:242753,ch:1:sloid:1402567:0:88296,2,120,,,,
ch:1:sloid:95022:0:750095,ch:1:sloid:95022:0:159093,2,120,,,,
ch:1:sloid:95022:0:159093,ch:1:sloid:95022:0:750095,2,120,,,,
ch:1:sloid:92770:0:25231,ch:1:sloid:92770:0:221297,2,120,,,,
ch:1:sloid:92770:0:221297,ch:1:sloid:92770:0:25231,2,120,,,,
ch:1:sloid:93173:0:613495,ch:1:sloid:93173:0:623880,2,120,,,,
ch:1:sloid:93173:0:613495,ch:1:sloid:93173:0:416485,2,120,,,,
ch:1:sloid:93173:0:623880,ch:1:sloid:93173:0:613495,2,120,,,,
ch:1:sloid:93173:0:623880,ch:1:sloid:93173:0:416485,2,120,,,,
ch:1:sloid:93173:0:416485,ch:1:sloid:93173:0:613495,2,120,,,,
ch:1:sloid:93173:0:416485,ch:1:sloid:93173:0:623880,2,120,,,,
ch:1:sloid:93105:0:717920,ch:1:sloid:93105:0:84466,2,120,,,,
ch:1:sloid:93105:0:84466,ch:1:sloid:93105:0:717920,2,120,,,,
ch:1:sloid:93021:0:33081,ch:1:sloid:93021:0:10944,2,120,,,,
ch:1:sloid:93021:0:10944,ch:1:sloid:93021:0:33081,2,120,,,,
ch:1:sloid:92911:0:685617,ch:1:sloid:92911:0:959536,2,120,,,,
ch:1:sloid:92911:0:959536,ch:1:sloid:92911:0:685617,2,120,,,,
ch:1:sloid:92631:0:102121,ch:1:sloid:92631:0:487347,2,120,,,,
ch:1:sloid:92631:0:487347,ch:1:sloid:92631:0:102121,2,120,,,,
ch:1:sloid:93070:0:938427,ch:1:sloid:93070:0:737666,2,120,,,,
ch:1:sloid:93070:0:737666,ch:1:sloid:93070:0:938427,2,120,,,,
ch:1:sloid:92957:0:465954,ch:1:sloid:92957:0:444380,2,120,,,,
ch:1:sloid:92957:0:444380,ch:1:sloid:92957:0:465954,2,120,,,,
ch:1:sloid:93029:0:648797,ch:1:sloid:93029:0:375591,2,120,,,,
ch:1:sloid:93029:0:375591,ch:1:sloid:93029:0:648797,2,120,,,,
ch:1:sloid:92913:0:79883,ch:1:sloid:92913:0:733975,2,120,,,,
ch:1:sloid:92913:0:79883,ch:1:sloid:92913:0:732091,2,120,,,,
ch:1:sloid:92913:0:79883,ch:1:sloid:92913:0:646065,2,120,,,,
ch:1:sloid:92913:0:733975,ch:1:sloid:92913:0:79883,2,120,,,,
ch:1:sloid:92913:0:733975,ch:1:sloid:92913:0:732091,2,120,,,,
ch:1:sloid:92913:0:733975,ch:1:sloid:92913:0:646065,2,120,,,,
ch:1:sloid:92913:0:732091,ch:1:sloid:92913:0:79883,2,120,,,,
ch:1:sloid:92913:0:732091,ch:1:sloid:92913:0:733975,2,120,,,,
ch:1:sloid:92913:0:732091,ch:1:sloid:92913:0:646065,2,120,,,,
ch:1:sloid:92913:0:646065,ch:1:sloid:92913:0:79883,2,120,,,,
ch:1:sloid:92913:0:646065,ch:1:sloid:92913:0:733975,2,120,,,,
ch:1:sloid:92913:0:646065,ch:1:sloid:92913:0:732091,2,120,,,,
ch:1:sloid:93116:0:945512,ch:1:sloid:93116:0:150979,2,240,,,,
ch:1:sloid:93116:0:945512,ch:1:sloid:93116:0:763401,2,240,,,,
ch:1:sloid:93116:0:150979,ch:1:sloid:93116:0:945512,2,240,,,,
ch:1:sloid:93116:0:150979,ch:1:sloid:93116:0:763401,2,180,,,,
ch:1:sloid:93116:0:763401,ch:1:sloid:93116:0:945512,2,240,,,,
ch:1:sloid:93116:0:763401,ch:1:sloid:93116:0:150979,2,180,,,,
ch:1:sloid:92910:0:151460,ch:1:sloid:92883:0:175684,2,360,,,,
ch:1:sloid:92910:0:151460,ch:1:sloid:92883:0:827592,2,240,,,,
ch:1:sloid:92910:0:151460,ch:1:sloid:92883:0:342411,2,240,,,,
ch:1:sloid:92910:0:151460,ch:1:sloid:92883:0:440120,2,240,,,,
ch:1:sloid:92910:0:151460,ch:1:sloid:92883:0:551362,2,180,,,,
ch:1:sloid:92910:0:151460,ch:1:sloid:92910:0:333843,2,120,,,,
ch:1:sloid:92910:0:151460,ch:1:sloid:92910:0:735349,2,180,,,,
ch:1:sloid:92910:0:151460,ch:1:sloid:92910:0:841958,2,120,,,,
ch:1:sloid:92910:0:333843,ch:1:sloid:92883:0:175684,2,360,,,,
ch:1:sloid:92910:0:333843,ch:1:sloid:92883:0:827592,2,240,,,,
ch:1:sloid:92910:0:333843,ch:1:sloid:92883:0:342411,2,240,,,,
ch:1:sloid:92910:0:333843,ch:1:sloid:92883:0:440120,2,240,,,,
ch:1:sloid:92910:0:333843,ch:1:sloid:92883:0:551362,2,180,,,,
ch:1:sloid:92910:0:333843,ch:1:sloid:92910:0:151460,2,120,,,,
ch:1:sloid:92910:0:333843,ch:1:sloid:92910:0:735349,2,180,,,,
ch:1:sloid:92910:0:333843,ch:1:sloid:92910:0:841958,2,120,,,,
ch:1:sloid:92910:0:735349,ch:1:sloid:92883:0:175684,2,360,,,,
ch:1:sloid:92910:0:735349,ch:1:sloid:92883:0:827592,2,240,,,,
ch:1:sloid:92910:0:735349,ch:1:sloid:92883:0:342411,2,360,,,,
ch:1:sloid:92910:0:735349,ch:1:sloid:92883:0:440120,2,360,,,,
ch:1:sloid:92910:0:735349,ch:1:sloid:92883:0:551362,2,300,,,,
ch:1:sloid:92910:0:735349,ch:1:sloid:92910:0:151460,2,180,,,,
ch:1:sloid:92910:0:735349,ch:1:sloid:92910:0:333843,2,180,,,,
ch:1:sloid:92910:0:735349,ch:1:sloid:92910:0:841958,2,120,,,,
ch:1:sloid:92910:0:841958,ch:1:sloid:92883:0:175684,2,360,,,,
ch:1:sloid:92910:0:841958,ch:1:sloid:92883:0:827592,2,300,,,,
ch:1:sloid:92910:0:841958,ch:1:sloid:92883:0:342411,2,240,,,,
ch:1:sloid:92910:0:841958,ch:1:sloid:92883:0:440120,2,240,,,,
ch:1:sloid:92910:0:841958,ch:1:sloid:92883:0:551362,2,180,,,,
ch:1:sloid:92910:0:841958,ch:1:sloid:92910:0:151460,2,120,,,,
ch:1:sloid:92910:0:841958,ch:1:sloid:92910:0:333843,2,120,,,,
ch:1:sloid:92910:0:841958,ch:1:sloid:92910:0:735349,2,120,,,,
ch:1:sloid:92953:0:562327,ch:1:sloid:92953:0:354460,2,120,,,,
ch:1:sloid:92953:0:562327,ch:1:sloid:92953:0:992957,2,120,,,,
ch:1:sloid:92953:0:562327,ch:1:sloid:92953:0:288979,2,120,,,,
ch:1:sloid:92953:0:562327,ch:1:sloid:92953:0:200,2,120,,,,
ch:1:sloid:92953:0:354460,ch:1:sloid:92953:0:562327,2,120,,,,
ch:1:sloid:92953:0:354460,ch:1:sloid:92953:0:992957,2,120,,,,
ch:1:sloid:92953:0:354460,ch:1:sloid:92953:0:288979,2,120,,,,
ch:1:sloid:92953:0:354460,ch:1:sloid:92953:0:200,2,120,,,,
ch:1:sloid:92953:0:992957,ch:1:sloid:92953:0:562327,2,120,,,,
ch:1:sloid:92953:0:992957,ch:1:sloid:92953:0:354460,2,120,,,,
ch:1:sloid:92953:0:992957,ch:1:sloid:92953:0:288979,2,120,,,,
ch:1:sloid:92953:0:992957,ch:1:sloid:92953:0:200,2,120,,,,
ch:1:sloid:92953:0:288979,ch:1:sloid:92953:0:562327,2,120,,,,
ch:1:sloid:92953:0:288979,ch:1:sloid:92953:0:354460,2,120,,,,
ch:1:sloid:92953:0:288979,ch:1:sloid:92953:0:992957,2,120,,,,
ch:1:sloid:92953:0:288979,ch:1:sloid:92953:0:200,2,120,,,,
ch:1:sloid:92635:0:559586,ch:1:sloid:92635:0:509051,2,120,,,,
ch:1:sloid:92635:0:509051,ch:1:sloid:92635:0:559586,2,120,,,,
ch:1:sloid:3229:0:22305,ch:1:sloid:3229:0:254533,2,120,,,,
ch:1:sloid:3229:0:254533,ch:1:sloid:3229:0:22305,2,120,,,,
ch:1:sloid:92952:0:275759,ch:1:sloid:92952:0:868398,2,120,,,,
ch:1:sloid:92952:0:868398,ch:1:sloid:92952:0:275759,2,120,,,,
ch:1:sloid:87093:0:902027,ch:1:sloid:87093:0:328759,2,120,,,,
ch:1:sloid:87093:0:328759,ch:1:sloid:87093:0:902027,2,120,,,,
ch:1:sloid:92986:0:224178,ch:1:sloid:92986:0:241325,2,180,,,,
ch:1:sloid:92986:0:241325,ch:1:sloid:92986:0:224178,2,180,,,,
ch:1:sloid:92915:0:977778,ch:1:sloid:92887:0:708829,2,480,,,,
ch:1:sloid:92915:0:977778,ch:1:sloid:92887:0:302814,2,480,,,,
ch:1:sloid:92915:0:977778,ch:1:sloid:92887:0:129244,2,480,,,,
ch:1:sloid:92915:0:977778,ch:1:sloid:92915:0:428718,2,180,,,,
ch:1:sloid:92915:0:977778,ch:1:sloid:92915:0:511603,2,180,,,,
ch:1:sloid:92915:0:977778,ch:1:sloid:92915:0:423070,2,180,,,,
ch:1:sloid:92915:0:428718,ch:1:sloid:92887:0:708829,2,480,,,,
ch:1:sloid:92915:0:428718,ch:1:sloid:92887:0:302814,2,480,,,,
ch:1:sloid:92915:0:428718,ch:1:sloid:92887:0:129244,2,480,,,,
ch:1:sloid:92915:0:428718,ch:1:sloid:92915:0:977778,2,180,,,,
ch:1:sloid:92915:0:428718,ch:1:sloid:92915:0:511603,2,120,,,,
ch:1:sloid:92915:0:428718,ch:1:sloid:92915:0:423070,2,240,,,,
ch:1:sloid:92915:0:511603,ch:1:sloid:92887:0:708829,2,480,,,,
ch:1:sloid:92915:0:511603,ch:1:sloid:92887:0:302814,2,480,,,,
ch:1:sloid:92915:0:511603,ch:1:sloid:92887:0:129244,2,480,,,,
ch:1:sloid:92915:0:511603,ch:1:sloid:92915:0:977778,2,180,,,,
ch:1:sloid:92915:0:511603,ch:1:sloid:92915:0:428718,2,120,,,,
ch:1:sloid:92915:0:511603,ch:1:sloid:92915:0:423070,2,240,,,,
ch:1:sloid:92915:0:423070,ch:1:sloid:92887:0:708829,2,480,,,,
ch:1:sloid:92915:0:423070,ch:1:sloid:92887:0:302814,2,480,,,,
ch:1:sloid:92915:0:423070,ch:1:sloid:92887:0:129244,2,480,,,,
ch:1:sloid:92915:0:423070,ch:1:sloid:92915:0:977778,2,180,,,,
ch:1:sloid:92915:0:423070,ch:1:sloid:92915:0:428718,2,240,,,,
ch:1:sloid:92915:0:423070,ch:1:sloid:92915:0:511603,2,240,,,,
ch:1:sloid:8248:0:925485,ch:1:sloid:8248:0:650989,2,120,,,,
ch:1:sloid:8248:0:650989,ch:1:sloid:8248:0:925485,2,120,,,,
ch:1:sloid:8134:0:682643,ch:1:sloid:8134:0:313652,2,120,,,,
ch:1:sloid:8134:0:682643,ch:1:sloid:8134:0:329094,2,120,,,,
ch:1:sloid:8134:0:313652,ch:1:sloid:8134:0:682643,2,120,,,,
ch:1:sloid:8134:0:313652,ch:1:sloid:8134:0:329094,2,120,,,,
ch:1:sloid:8134:0:329094,ch:1:sloid:8134:0:682643,2,120,,,,
ch:1:sloid:8134:0:329094,ch:1:sloid:8134:0:313652,2,120,,,,
ch:1:sloid:87094:0:752284,ch:1:sloid:87094:0:97863,2,120,,,,
ch:1:sloid:87094:0:752284,ch:1:sloid:87094:0:208104,2,120,,,,
ch:1:sloid:87094:0:97863,ch:1:sloid:87094:0:752284,2,120,,,,
ch:1:sloid:87094:0:97863,ch:1:sloid:87094:0:208104,2,120,,,,
ch:1:sloid:87094:0:208104,ch:1:sloid:87094:0:752284,2,120,,,,
ch:1:sloid:87094:0:208104,ch:1:sloid:87094:0:97863,2,120,,,,
ch:1:sloid:92682:0:95777,ch:1:sloid:92682:0:796593,2,120,,,,
ch:1:sloid:92682:0:796593,ch:1:sloid:92682:0:95777,2,120,,,,
ch:1:sloid:1401257:0:904871,ch:1:sloid:1401257:0:622540,2,120,,,,
ch:1:sloid:1401257:0:622540,ch:1:sloid:1401257:0:904871,2,120,,,,
ch:1:sloid:93022:0:169648,ch:1:sloid:93022:0:57285,2,120,,,,
ch:1:sloid:93022:0:57285,ch:1:sloid:93022:0:169648,2,120,,,,
ch:1:sloid:93043:0:370820,ch:1:sloid:93043:0:611902,2,120,,,,
ch:1:sloid:93043:0:611902,ch:1:sloid:93043:0:370820,2,120,,,,
ch:1:sloid:93155:0:225880,ch:1:sloid:93155:0:401720,2,120,,,,
ch:1:sloid:93155:0:225880,ch:1:sloid:93169:0:537414,2,360,,,,
ch:1:sloid:93155:0:225880,ch:1:sloid:93169:0:720263,2,420,,,,
ch:1:sloid:93155:0:225880,ch:1:sloid:93169:0:629187,2,420,,,,
ch:1:sloid:93155:0:401720,ch:1:sloid:93155:0:225880,2,120,,,,
ch:1:sloid:93155:0:401720,ch:1:sloid:93169:0:537414,2,360,,,,
ch:1:sloid:93155:0:401720,ch:1:sloid:93169:0:720263,2,420,,,,
ch:1:sloid:93155:0:401720,ch:1:sloid:93169:0:629187,2,420,,,,
ch:1:sloid:93175:0:471977,ch:1:sloid:93175:0:806179,2,120,,,,
ch:1:sloid:93175:0:806179,ch:1:sloid:93175:0:471977,2,120,,,,
ch:1:sloid:93169:0:537414,ch:1:sloid:93155:0:225880,2,360,,,,
ch:1:sloid:93169:0:537414,ch:1:sloid:93155:0:401720,2,360,,,,
ch:1:sloid:93169:0:537414,ch:1:sloid:93169:0:720263,2,120,,,,
ch:1:sloid:93169:0:537414,ch:1:sloid:93169:0:629187,2,180,,,,
ch:1:sloid:93169:0:720263,ch:1:sloid:93155:0:225880,2,420,,,,
ch:1:sloid:93169:0:720263,ch:1:sloid:93155:0:401720,2,420,,,,
ch:1:sloid:93169:0:720263,ch:1:sloid:93169:0:537414,2,120,,,,
ch:1:sloid:93169:0:720263,ch:1:sloid:93169:0:629187,2,360,,,,
ch:1:sloid:93169:0:629187,ch:1:sloid:93155:0:225880,2,420,,,,
ch:1:sloid:93169:0:629187,ch:1:sloid:93155:0:401720,2,420,,,,
ch:1:sloid:93169:0:629187,ch:1:sloid:93169:0:537414,2,180,,,,
ch:1:sloid:93169:0:629187,ch:1:sloid:93169:0:720263,2,360,,,,
ch:1:sloid:93071:0:802787,ch:1:sloid:93071:0:829745,2,120,,,,
ch:1:sloid:93071:0:829745,ch:1:sloid:93071:0:802787,2,120,,,,
ch:1:sloid:93176:0:183733,ch:1:sloid:93176:0:112063,2,120,,,,
ch:1:sloid:93176:0:112063,ch:1:sloid:93176:0:183733,2,120,,,,
ch:1:sloid:95038:0:614494,ch:1:sloid:95038:0:660925,2,120,,,,
ch:1:sloid:95038:0:660925,ch:1:sloid:95038:0:614494,2,120,,,,
ch:1:sloid:93023:0:61967,ch:1:sloid:93023:0:589226,2,120,,,,
ch:1:sloid:93023:0:589226,ch:1:sloid:93023:0:61967,2,120,,,,
ch:1:sloid:93216:0:41926,ch:1:sloid:93216:0:179256,2,120,,,,
ch:1:sloid:93216:0:179256,ch:1:sloid:93216:0:41926,2,120,,,,
ch:1:sloid:93178:0:135643,ch:1:sloid:93178:0:779727,2,120,,,,
ch:1:sloid:93178:0:779727,ch:1:sloid:93178:0:135643,2,120,,,,
ch:1:sloid:93177:0:83600,ch:1:sloid:93177:0:2720,2,120,,,,
ch:1:sloid:93177:0:83600,ch:1:sloid:93177:0:548628,2,120,,,,
ch:1:sloid:93177:0:2720,ch:1:sloid:93177:0:83600,2,120,,,,
ch:1:sloid:93177:0:2720,ch:1:sloid:93177:0:548628,2,120,,,,
ch:1:sloid:93177:0:548628,ch:1:sloid:93177:0:83600,2,120,,,,
ch:1:sloid:93177:0:548628,ch:1:sloid:93177:0:2720,2,120,,,,
ch:1:sloid:92921:0:782886,ch:1:sloid:92921:0:486937,2,120,,,,
ch:1:sloid:92921:0:782886,ch:1:sloid:92921:0:584194,2,120,,,,
ch:1:sloid:92921:0:782886,ch:1:sloid:92921:0:334305,2,120,,,,
ch:1:sloid:92921:0:486937,ch:1:sloid:92921:0:782886,2,120,,,,
ch:1:sloid:92921:0:486937,ch:1:sloid:92921:0:584194,2,120,,,,
ch:1:sloid:92921:0:486937,ch:1:sloid:92921:0:334305,2,120,,,,
ch:1:sloid:92921:0:584194,ch:1:sloid:92921:0:782886,2,120,,,,
ch:1:sloid:92921:0:584194,ch:1:sloid:92921:0:486937,2,120,,,,
ch:1:sloid:92921:0:584194,ch:1:sloid:92921:0:334305,2,120,,,,
ch:1:sloid:92921:0:334305,ch:1:sloid:92921:0:782886,2,120,,,,
ch:1:sloid:92921:0:334305,ch:1:sloid:92921:0:486937,2,120,,,,
ch:1:sloid:92921:0:334305,ch:1:sloid:92921:0:584194,2,120,,,,
ch:1:sloid:1401843:0:618576,ch:1:sloid:1401842:0:440068,2,120,,,,
ch:1:sloid:1401843:0:618576,ch:1:sloid:1401842:0:14804,2,120,,,,
ch:1:sloid:92924:0:300395,ch:1:sloid:92924:0:136240,2,120,,,,
ch:1:sloid:92924:0:136240,ch:1:sloid:92924:0:300395,2,120,,,,
ch:1:sloid:1400941:0:797257,ch:1:sloid:1400941:0:178674,2,0,,,,
ch:1:sloid:1400941:0:178674,ch:1:sloid:1400941:0:797257,2,0,,,,
ch:1:sloid:1401842:0:440068,ch:1:sloid:1401843:0:618576,2,120,,,,
ch:1:sloid:1401842:0:440068,ch:1:sloid:1401842:0:14804,2,0,,,,
ch:1:sloid:1401842:0:14804,ch:1:sloid:1401843:0:618576,2,120,,,,
ch:1:sloid:1401842:0:14804,ch:1:sloid:1401842:0:440068,2,0,,,,
ch:1:sloid:92922:0:850180,ch:1:sloid:92922:0:193631,2,120,,,,
ch:1:sloid:92922:0:193631,ch:1:sloid:92922:0:850180,2,120,,,,
ch:1:sloid:92916:0:541764,ch:1:sloid:92916:0:671125,2,120,,,,
ch:1:sloid:92916:0:671125,ch:1:sloid:92916:0:541764,2,120,,,,
ch:1:sloid:92958:0:870183,ch:1:sloid:92958:0:652669,2,120,,,,
ch:1:sloid:92958:0:652669,ch:1:sloid:92958:0:870183,2,120,,,,
ch:1:sloid:92701:0:271577,ch:1:sloid:92701:0:899821,2,180,,,,
ch:1:sloid:92701:0:271577,ch:1:sloid:92701:0:127772,2,180,,,,
ch:1:sloid:92701:0:899821,ch:1:sloid:92701:0:271577,2,180,,,,
ch:1:sloid:92701:0:899821,ch:1:sloid:92701:0:127772,2,180,,,,
ch:1:sloid:92701:0:127772,ch:1:sloid:92701:0:271577,2,180,,,,
ch:1:sloid:92701:0:127772,ch:1:sloid:92701:0:899821,2,180,,,,
ch:1:sloid:92918:0:102210,ch:1:sloid:92918:0:99246,2,120,,,,
ch:1:sloid:92918:0:99246,ch:1:sloid:92918:0:102210,2,120,,,,
ch:1:sloid:92925:0:340885,ch:1:sloid:92925:0:723559,2,0,,,,
ch:1:sloid:92925:0:340885,ch:1:sloid:92925:0:424918,2,300,,,,
ch:1:sloid:92925:0:723559,ch:1:sloid:92925:0:340885,2,0,,,,
ch:1:sloid:92925:0:723559,ch:1:sloid:92925:0:424918,2,300,,,,
ch:1:sloid:92925:0:424918,ch:1:sloid:92925:0:340885,2,300,,,,
ch:1:sloid:92925:0:424918,ch:1:sloid:92925:0:723559,2,300,,,,
ch:1:sloid:93211:0:612721,ch:1:sloid:93211:0:857759,2,120,,,,
ch:1:sloid:93211:0:857759,ch:1:sloid:93211:0:612721,2,120,,,,
ch:1:sloid:92917:0:104511,ch:1:sloid:92917:0:511120,2,120,,,,
ch:1:sloid:92917:0:104511,ch:1:sloid:92917:0:205297,2,120,,,,
ch:1:sloid:92917:0:511120,ch:1:sloid:92917:0:104511,2,120,,,,
ch:1:sloid:92917:0:511120,ch:1:sloid:92917:0:205297,2,120,,,,
ch:1:sloid:92917:0:205297,ch:1:sloid:92917:0:104511,2,120,,,,
ch:1:sloid:92917:0:205297,ch:1:sloid:92917:0:511120,2,120,,,,
ch:1:sloid:87906:0:616591,ch:1:sloid:87906:0:615562,2,120,,,,
ch:1:sloid:87906:0:615562,ch:1:sloid:87906:0:616591,2,120,,,,
ch:1:sloid:92723:0:89116,ch:1:sloid:92723:0:545114,2,120,,,,
ch:1:sloid:92723:0:89116,ch:1:sloid:92723:0:543735,2,120,,,,
ch:1:sloid:92723:0:545114,ch:1:sloid:92723:0:89116,2,120,,,,
ch:1:sloid:92723:0:545114,ch:1:sloid:92723:0:543735,2,120,,,,
ch:1:sloid:92919:0:971029,ch:1:sloid:92919:0:647770,2,120,,,,
ch:1:sloid:92919:0:647770,ch:1:sloid:92919:0:971029,2,120,,,,
ch:1:sloid:92920:0:798510,ch:1:sloid:92920:0:822304,2,120,,,,
ch:1:sloid:92920:0:822304,ch:1:sloid:92920:0:798510,2,120,,,,
ch:1:sloid:93025:0:117421,ch:1:sloid:93025:0:531088,2,120,,,,
ch:1:sloid:93025:0:531088,ch:1:sloid:93025:0:117421,2,120,,,,
ch:1:sloid:1402568:0:790916,ch:1:sloid:1402568:0:892789,2,0,,,,
ch:1:sloid:1402568:0:892789,ch:1:sloid:1402568:0:790916,2,0,,,,
ch:1:sloid:93212:0:647905,ch:1:sloid:93212:0:354606,2,120,,,,
ch:1:sloid:93212:0:354606,ch:1:sloid:93212:0:647905,2,120,,,,
ch:1:sloid:92733:0:272953,ch:1:sloid:92733:0:451478,2,120,,,,
ch:1:sloid:92733:0:451478,ch:1:sloid:92733:0:272953,2,120,,,,
ch:1:sloid:87097:0:414172,ch:1:sloid:87097:0:623235,2,0,,,,
ch:1:sloid:87097:0:623235,ch:1:sloid:87097:0:414172,2,0,,,,
ch:1:sloid:1402571:0:1058,ch:1:sloid:1402571:0:709145,2,120,,,,
ch:1:sloid:92923:0:702555,ch:1:sloid:92923:0:759343,2,120,,,,
ch:1:sloid:92923:0:759343,ch:1:sloid:92923:0:702555,2,120,,,,
ch:1:sloid:89097:0:152555,ch:1:sloid:89097:0:801036,2,120,,,,
ch:1:sloid:89097:0:152555,ch:1:sloid:89097:0:298874,2,120,,,,
ch:1:sloid:89097:0:801036,ch:1:sloid:89097:0:152555,2,120,,,,
ch:1:sloid:89097:0:801036,ch:1:sloid:89097:0:298874,2,120,,,,
ch:1:sloid:89097:0:298874,ch:1:sloid:89097:0:152555,2,120,,,,
ch:1:sloid:89097:0:298874,ch:1:sloid:89097:0:801036,2,120,,,,
ch:1:sloid:92702:0:562858,ch:1:sloid:92702:0:722204,2,120,,,,
ch:1:sloid:92702:0:722204,ch:1:sloid:92702:0:562858,2,120,,,,
ch:1:sloid:93072:0:826924,ch:1:sloid:93072:0:795238,2,120,,,,
ch:1:sloid:93072:0:795238,ch:1:sloid:93072:0:826924,2,120,,,,
ch:1:sloid:92665:0:790324,ch:1:sloid:92665:0:318190,2,120,,,,
ch:1:sloid:92665:0:318190,ch:1:sloid:92665:0:790324,2,120,,,,
ch:1:sloid:92649:0:750275,ch:1:sloid:92649:0:83232,2,120,,,,
