stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code,stop_timezone_header
ch:1:sloid:92780:0:138287,,"Genève, Augustins",,46.1917050,6.14334200,,,0,S0100117,,
S0100118,,Aumônes,,46.2103870,6.23486800,,,1,,,
0100118_S,,Aumônes,,46.2103870,6.23486800,,,0,S0100118,S,
ch:1:sloid:93082:0:926090,,"Puplinge, Aumônes",,46.2103870,6.23486800,,,0,S0100118,,
S0100119,,Aumônes,,46.2104230,6.23490600,,,1,,,
0100119_T,,Aumônes,,46.2104230,6.23490600,,,0,S0100119,T,
ch:1:sloid:93082:0:863426,,"Puplinge, Aumônes",,46.2104230,6.23490600,,,0,S0100119,,
S0100120,,Avanchet,,46.2198720,6.10521300,,,1,,,
0100120_R,,Avanchet,,46.2198720,6.10521300,,,0,S0100120,R,
ch:1:sloid:93139:0:532679,,"Vernier, Avanchet",,46.2198720,6.10521300,,,0,S0100120,,
S0100121,,Avanchet,,46.2196360,6.10581500,,,1,,,
0100121_S,,Avanchet,,46.2196360,6.10581500,,,0,S0100121,S,
ch:1:sloid:93139:0:478793,,"Vernier, Avanchet",,46.2196360,6.10581500,,,0,S0100121,,
S0100123,,Aviateurs,,46.1695180,6.11987400,,,1,,,
0100123_S,,Aviateurs,,46.1695180,6.11987400,,,0,S0100123,S,
ch:1:sloid:93064:0:243882,,"Plan-les-Ouates, Aviateurs",,46.1695180,6.11987400,,,0,S0100123,,
S0100124,,Aviateurs,,46.1696410,6.12040100,,,1,,,
0100124_R,,Aviateurs,,46.1696410,6.12040100,,,0,S0100124,R,
ch:1:sloid:93064:0:22519,,"Plan-les-Ouates, Aviateurs",,46.1696410,6.12040100,,,0,S0100124,,
S0100125,,Avusy-Moulin-de-la-Grave,,46.1504910,5.99357500,,,1,,,
0100125_J,,Avusy-Moulin-de-la-Grave,,46.1504910,5.99357500,,,0,S0100125,J,
ch:1:sloid:95012:0:353725,,"Avusy, Moulin de la Grave",,46.1504910,5.99357500,,,0,S0100125,,
S0100126,,Aire-la-Ville-Pont-de-Peney,,46.1930560,6.04367100,,,1,,,
0100126_Q,,Aire-la-Ville-Pont-de-Peney,,46.1930560,6.04367100,,,0,S0100126,Q,
ch:1:sloid:92619:0:155552,,"Aire-la-Ville, Pont-de-Peney",,46.1930560,6.04367100,,,0,S0100126,,
S0100127,,Aire-la-Ville-Pont-de-Peney,,46.1928200,6.04349600,,,1,,,
0100127_R,,Aire-la-Ville-Pont-de-Peney,,46.1928200,6.04349600,,,0,S0100127,R,
ch:1:sloid:92619:0:583619,,"Aire-la-Ville, Pont-de-Peney",,46.1928200,6.04349600,,,0,S0100127,,
S0100128,,Avusy-Les Quoattes,,46.1527720,5.99536600,,,1,,,
0100128_I,,Avusy-Les Quoattes,,46.1527720,5.99536600,,,0,S0100128,I,
ch:1:sloid:92637:0:977915,,"Avusy, Les Quoattes",,46.1527720,5.99536600,,,0,S0100128,,
S0100129,,Avusy-Village,,46.1519590,5.99370400,,,1,,,
0100129_K,,Avusy-Village,,46.1519590,5.99370400,,,0,S0100129,K,
ch:1:sloid:87032:0:803055,,"Avusy, village",,46.1519590,5.99370400,,,0,S0100129,,
S0100130,,Ferney-Avenue de Vessy,,46.2630970,6.11246900,,,1,,,
0100130_V,,Ferney-Avenue de Vessy,,46.2630970,6.11246900,,,0,S0100130,V,
ch:1:sloid:1402566:0:709754,,Ferney-Avenue de Vessy,,46.2630970,6.11246900,,,0,S0100130,,
S0100131,,Ferney-Avenue de Vessy,,46.2630890,6.11253400,,,1,,,
0100131_W,,Ferney-Avenue de Vessy,,46.2630890,6.11253400,,,0,S0100131,W,
ch:1:sloid:1402566:0:140828,,Ferney-Avenue de Vessy,,46.2630890,6.11253400,,,0,S0100131,,
S0100132,,Badosse,,46.1559560,6.12418900,,,1,,,
0100132_R,,Badosse,,46.1559560,6.12418900,,,0,S0100132,R,
ch:1:sloid:93052:0:757913,,"Plan-les-Ouates, Badosse",,46.1559560,6.12418900,,,0,S0100132,,
S0100133,,Badosse,,46.1562280,6.12439000,,,1,,,
0100133_S,,Badosse,,46.1562280,6.12439000,,,0,S0100133,S,
ch:1:sloid:93052:0:308476,,"Plan-les-Ouates, Badosse",,46.1562280,6.12439000,,,0,S0100133,,
S0100134,,Les Baillets,,46.2072210,5.99737000,,,1,,,
0100134_K,,Les Baillets,,46.2072210,5.99737000,,,0,S0100134,K,
ch:1:sloid:93089:0:447261,,"Russin, Les Baillets",,46.2072210,5.99737000,,,0,S0100134,,
S0100135,,Les Baillets,,46.2071750,5.99730600,,,1,,,
0100135_L,,Les Baillets,,46.2071750,5.99730600,,,0,S0100135,L,
ch:1:sloid:93089:0:306225,,"Russin, Les Baillets",,46.2071750,5.99730600,,,0,S0100135,,
S0100136,,Bel-Air,,46.2051060,6.14294500,,,1,,,
0100136_C,,Bel-Air,,46.2051060,6.14294500,,,0,S0100136,C,
ch:1:sloid:87387:0:358648,,"Genève, Bel-Air",,46.2051060,6.14294500,,,0,S0100136,,
S0100137,,Bel-Air,,46.2048240,6.14348300,,,1,,,
0100137_A,,Bel-Air,,46.2048240,6.14348300,,,0,S0100137,A,
ch:1:sloid:87387:0:222999,,"Genève, Bel-Air",,46.2048240,6.14348300,,,0,S0100137,,
S0100138,,Bel-Air,,46.2045990,6.14345000,,,1,,,
0100138_B,,Bel-Air,,46.2045990,6.14345000,,,0,S0100138,B,
ch:1:sloid:87387:0:812954,,"Genève, Bel-Air",,46.2045990,6.14345000,,,0,S0100138,,
S0100139,,Bel-Air,,46.2043940,6.14201600,,,1,,,
0100139_D,,Bel-Air,,46.2043940,6.14201600,,,0,S0100139,D,
ch:1:sloid:87387:0:547827,,"Genève, Bel-Air",,46.2043940,6.14201600,,,0,S0100139,,
S0100140,,Bel-Air,,46.2036940,6.14459900,,,1,,,
0100140_F,,Bel-Air,,46.2036940,6.14459900,,,0,S0100140,F,
ch:1:sloid:87387:0:128561,,"Genève, Bel-Air",,46.2036940,6.14459900,,,0,S0100140,,
S0100141,,Bel-Air,,46.2039740,6.14387900,,,1,,,
0100141_E,,Bel-Air,,46.2039740,6.14387900,,,0,S0100141,E,
ch:1:sloid:87387:0:544966,,"Genève, Bel-Air",,46.2039740,6.14387900,,,0,S0100141,,
S0100142,,Bel-Air,,46.2034010,6.14251900,,,1,,,
0100142_G,,Bel-Air,,46.2034010,6.14251900,,,0,S0100142,G,
ch:1:sloid:87387:0:491369,,"Genève, Bel-Air",,46.2034010,6.14251900,,,0,S0100142,,
S0100143,,Bel-Air,,46.2039540,6.14372400,,,1,,,
0100143_Z,,Bel-Air,,46.2039540,6.14372400,,,0,S0100143,Z,
ch:1:sloid:87387:0:114768,,"Genève, Bel-Air",,46.2039540,6.14372400,,,0,S0100143,,
S0100144,,Battelle,,46.1788590,6.13947700,,,1,,,
0100144_Q,,Battelle,,46.1788590,6.13947700,,,0,S0100144,Q,
ch:1:sloid:95015:0:843955,,"Carouge GE, Battelle",,46.1788590,6.13947700,,,0,S0100144,,
S0100145,,Balexert,,46.2185810,6.11022200,,,1,,,
0100145_P,,Balexert,,46.2185810,6.11022200,,,0,S0100145,P,
ch:1:sloid:93141:0:124269,,"Vernier, Balexert",,46.2185810,6.11022200,,,0,S0100145,,
S0100146,,Balexert,,46.2182930,6.11098100,,,1,,,
0100146_Q,,Balexert,,46.2182930,6.11098100,,,0,S0100146,Q,
ch:1:sloid:93141:0:734340,,"Vernier, Balexert",,46.2182930,6.11098100,,,0,S0100146,,
S0100148,,Bains,,46.1998510,6.13742100,,,1,,,
0100148_X,,Bains,,46.1998510,6.13742100,,,0,S0100148,X,
ch:1:sloid:92782:0:121162,,"Genève, Bains",,46.1998510,6.13742100,,,0,S0100148,,
S0100149,,Les Baraques,,46.1761900,5.98609400,,,1,,,
0100149_M,,Les Baraques,,46.1761900,5.98609400,,,0,S0100149,M,
ch:1:sloid:1401656:0:969661,,"Challex, Les Baraques (F)",,46.1761900,5.98609400,,,0,S0100149,,
S0100150,,Barde,,46.2065410,6.09858100,,,1,,,
0100150_R,,Barde,,46.2065410,6.09858100,,,0,S0100150,R,
ch:1:sloid:93142:0:818116,,"Vernier, Barde",,46.2065410,6.09858100,,,0,S0100150,,
S0100151,,Barde,,46.2069410,6.09896000,,,1,,,
0100151_S,,Barde,,46.2069410,6.09896000,,,0,S0100151,S,
ch:1:sloid:93142:0:899470,,"Vernier, Barde",,46.2069410,6.09896000,,,0,S0100151,,
S0100152,,Basselat,,46.2149510,6.25047500,,,1,,,
0100152_G,,Basselat,,46.2149510,6.25047500,,,0,S0100152,G,
ch:1:sloid:95039:0:312935,,"Presinge, Basselat",,46.2149510,6.25047500,,,0,S0100152,,
S0100153,,Basselat,,46.2151780,6.25066400,,,1,,,
0100153_H,,Basselat,,46.2151780,6.25066400,,,0,S0100153,H,
ch:1:sloid:95039:0:538598,,"Presinge, Basselat",,46.2151780,6.25066400,,,0,S0100153,,
S0100157,,Baumgartner,,46.1720000,6.13918700,,,1,,,
0100157_T,,Baumgartner,,46.1720000,6.13918700,,,0,S0100157,T,
ch:1:sloid:93199:0:635065,,"Carouge GE, Baumgartner",,46.1720000,6.13918700,,,0,S0100157,,
S0100158,,Baumgartner,,46.1725280,6.13892800,,,1,,,
0100158_U,,Baumgartner,,46.1725280,6.13892800,,,0,S0100158,U,
ch:1:sloid:93199:0:69984,,"Carouge GE, Baumgartner",,46.1725280,6.13892800,,,0,S0100158,,
S0100159,,Bois-de-Bay,,46.1978340,6.04883500,,,1,,,
0100159_I,,Bois-de-Bay,,46.1978340,6.04883500,,,0,S0100159,I,
ch:1:sloid:93091:0:840117,,"Satigny, Bois-de-Bay",,46.1978340,6.04883500,,,0,S0100159,,
S0100160,,Bois-de-bay,,46.1978700,6.04880900,,,1,,,
0100160_J,,Bois-de-bay,,46.1978700,6.04880900,,,0,S0100160,J,
ch:1:sloid:93091:0:314134,,"Satigny, Bois-de-Bay",,46.1978700,6.04880900,,,0,S0100160,,
S0100161,,Baulacre,,46.2165860,6.13903000,,,1,,,
0100161_Y,,Baulacre,,46.2165860,6.13903000,,,0,S0100161,Y,
ch:1:sloid:92785:0:79317,,"Genève, Baulacre",,46.2165860,6.13903000,,,0,S0100161,,
S0100162,,Baulacre,,46.2164540,6.13929300,,,1,,,
0100162_Z,,Baulacre,,46.2164540,6.13929300,,,0,S0100162,Z,
ch:1:sloid:92785:0:711633,,"Genève, Baulacre",,46.2164540,6.13929300,,,0,S0100162,,
S0100163,,Bourdigny-Douane,,46.2296200,6.03857300,,,1,,,
0100163_H,,Bourdigny-Douane,,46.2296200,6.03857300,,,0,S0100163,H,
ch:1:sloid:93092:0:638664,,"Satigny, Bourdigny douane",,46.2296200,6.03857300,,,0,S0100163,,
S0100164,,Belle-Cour,,46.1794730,6.10491900,,,1,,,
0100164_Q,,Belle-Cour,,46.1794730,6.10491900,,,0,S0100164,Q,
ch:1:sloid:93028:0:871189,,"Onex, Belle-Cour",,46.1794730,6.10491900,,,0,S0100164,,
S0100166,,Bellerive,,46.2517650,6.20258100,,,1,,,
0100166_D,,Bellerive,,46.2517650,6.20258100,,,0,S0100166,D,
ch:1:sloid:92724:0:15683,,"Collonge-Bellerive, Bellerive",,46.2517650,6.20258100,,,0,S0100166,,
S0100167,,Bellerive,,46.2511200,6.20198600,,,1,,,
0100167_E,,Bellerive,,46.2511200,6.20198600,,,0,S0100167,E,
ch:1:sloid:92724:0:197069,,"Collonge-Bellerive, Bellerive",,46.2511200,6.20198600,,,0,S0100167,,
S0100168,,Bellins,,46.1638310,6.12904900,,,1,,,
0100168_R,,Bellins,,46.1638310,6.12904900,,,0,S0100168,R,
ch:1:sloid:93053:0:946168,,"Plan-les-Ouates, Bellins",,46.1638310,6.12904900,,,0,S0100168,,
S0100170,,Bessinge,,46.2243780,6.19183500,,,1,,,
0100170_M,,Bessinge,,46.2243780,6.19183500,,,0,S0100170,M,
ch:1:sloid:92740:0:156085,,"Cologny, Bessinge",,46.2243780,6.19183500,,,0,S0100170,,
S0100171,,Bessinge,,46.2242580,6.19156500,,,1,,,
0100171_N,,Bessinge,,46.2242580,6.19156500,,,0,S0100171,N,
ch:1:sloid:92740:0:72617,,"Cologny, Bessinge",,46.2242580,6.19156500,,,0,S0100171,,
S0100172,,Bourg-de-Four,,46.2001680,6.14858200,,,1,,,
0100172_Q,,Bourg-de-Four,,46.2001680,6.14858200,,,0,S0100172,Q,
ch:1:sloid:92792:0:712319,,"Genève, Bourg-de-Four",,46.2001680,6.14858200,,,0,S0100172,,
S0100173,,Bois-Gourmand,,46.1721210,6.17284100,,,1,,,
0100173_G,,Bois-Gourmand,,46.1721210,6.17284100,,,0,S0100173,G,
ch:1:sloid:93192:0:69567,,"Veyrier, Bois-Gourmand",,46.1721210,6.17284100,,,0,S0100173,,
S0100174,,Bois-Gourmand,,46.1723330,6.17252500,,,1,,,
0100174_H,,Bois-Gourmand,,46.1723330,6.17252500,,,0,S0100174,H,
ch:1:sloid:93192:0:764772,,"Veyrier, Bois-Gourmand",,46.1723330,6.17252500,,,0,S0100174,,
S0100175,,Les Bougeries,,46.2188180,6.21492900,,,1,,,
0100175_F,,Les Bougeries,,46.2188180,6.21492900,,,0,S0100175,F,
ch:1:sloid:93133:0:652072,,"Vandoeuvres, Les Bougeries",,46.2188180,6.21492900,,,0,S0100175,,
S0100176,,Les Bougeries,,46.2187900,6.21477400,,,1,,,
0100176_G,,Les Bougeries,,46.2187900,6.21477400,,,0,S0100176,G,
ch:1:sloid:93133:0:456861,,"Vandoeuvres, Les Bougeries",,46.2187900,6.21477400,,,0,S0100176,,
S0100177,,Lancy-Bachet-Gare,,46.1738870,6.12970100,,,1,,,
0100177_B,,Lancy-Bachet-Gare,,46.1738870,6.12970100,,,0,S0100177,B,
ch:1:sloid:87075:0:147099,,"Lancy-Bachet, gare",,46.1738870,6.12970100,,,0,S0100177,,
S0100178,,Lancy-Bachet-Gare,,46.1735970,6.12943600,,,1,,,
0100178_C,,Lancy-Bachet-Gare,,46.1735970,6.12943600,,,0,S0100178,C,
ch:1:sloid:87075:0:423883,,"Lancy-Bachet, gare",,46.1735970,6.12943600,,,0,S0100178,,
S0100179,,Lancy-Bachet-Gare,,46.1737100,6.12917400,,,1,,,
0100179_F,,Lancy-Bachet-Gare,,46.1737100,6.12917400,,,0,S0100179,F,
ch:1:sloid:87075:0:467223,,"Lancy-Bachet, gare",,46.1737100,6.12917400,,,0,S0100179,,
S0100180,,Lancy-Bachet-Gare,,46.1740200,6.12952900,,,1,,,
0100180_D,,Lancy-Bachet-Gare,,46.1740200,6.12952900,,,0,S0100180,D,
ch:1:sloid:87075:0:30765,,"Lancy-Bachet, gare",,46.1740200,6.12952900,,,0,S0100180,,
S0100181,,Lancy-Bachet-Gare,,46.1738700,6.12893700,,,1,,,
0100181_G,,Lancy-Bachet-Gare,,46.1738700,6.12893700,,,0,S0100181,G,
ch:1:sloid:87075:0:830744,,"Lancy-Bachet, gare",,46.1738700,6.12893700,,,0,S0100181,,
S0100182,,Lancy-Bachet-Gare,,46.1743170,6.12873200,,,1,,,
0100182_H,,Lancy-Bachet-Gare,,46.1743170,6.12873200,,,0,S0100182,H,
ch:1:sloid:87075:0:439820,,"Lancy-Bachet, gare",,46.1743170,6.12873200,,,0,S0100182,,
S0100184,,Lancy-Bachet-Gare,,46.1736140,6.12935800,,,1,,,
0100184_J,,Lancy-Bachet-Gare,,46.1736140,6.12935800,,,0,S0100184,J,
ch:1:sloid:87075:0:337873,,"Lancy-Bachet, gare",,46.1736140,6.12935800,,,0,S0100184,,
S0100185,,Lancy-Bachet-Gare,,46.1738970,6.12976500,,,1,,,
0100185_A,,Lancy-Bachet-Gare,,46.1738970,6.12976500,,,0,S0100185,A,
ch:1:sloid:87075:0:326316,,"Lancy-Bachet, gare",,46.1738970,6.12976500,,,0,S0100185,,
S0100188,,Belle-Idée-Réception,,46.2058540,6.20740700,,,1,,,
0100188_L,,Belle-Idée-Réception,,46.2058540,6.20740700,,,0,S0100188,L,
ch:1:sloid:92714:0:939257,,"Thônex, Belle-Idée réception",,46.2058540,6.20740700,,,0,S0100188,,
S0100189,,Belle-Idée-Réception,,46.2059280,6.20765100,,,1,,,
0100189_M,,Belle-Idée-Réception,,46.2059280,6.20765100,,,0,S0100189,M,
ch:1:sloid:92714:0:476709,,"Thônex, Belle-Idée réception",,46.2059280,6.20765100,,,0,S0100189,,
S0100190,,La Bise,,46.2434620,6.19856900,,,1,,,
0100190_F,,La Bise,,46.2434620,6.19856900,,,0,S0100190,F,
ch:1:sloid:92734:0:142925,,"Vésenaz, La Bise",,46.2434620,6.19856900,,,0,S0100190,,
S0100191,,La Bise,,46.2433070,6.19837800,,,1,,,
0100191_G,,La Bise,,46.2433070,6.19837800,,,0,S0100191,G,
ch:1:sloid:92734:0:660856,,"Vésenaz, La Bise",,46.2433070,6.19837800,,,0,S0100191,,
S0100194,,Blanche,,46.1891840,6.14310400,,,1,,,
0100194_D,,Blanche,,46.1891840,6.14310400,,,0,S0100194,D,
ch:1:sloid:92789:0:643261,,"Genève, Blanche",,46.1891840,6.14310400,,,0,S0100194,,
S0100195,,Blanche,,46.1888220,6.14295700,,,1,,,
0100195_E,,Blanche,,46.1888220,6.14295700,,,0,S0100195,E,
ch:1:sloid:92789:0:744413,,"Genève, Blanche",,46.1888220,6.14295700,,,0,S0100195,,
S0100196,,Blanchard,,46.1979970,6.07997800,,,1,,,
0100196_P,,Blanchard,,46.1979970,6.07997800,,,0,S0100196,P,
ch:1:sloid:92651:0:538765,,"Bernex, Blanchards",,46.1979970,6.07997800,,,0,S0100196,,
S0100197,,Blandonnet,,46.2221410,6.09697900,,,1,,,
0100197_B,,Blandonnet,,46.2221410,6.09697900,,,0,S0100197,B,
ch:1:sloid:87924:0:775393,,"Vernier, Blandonnet",,46.2221410,6.09697900,,,0,S0100197,,
S0100198,,Blandonnet,,46.2219890,6.09708600,,,1,,,
0100198_C,,Blandonnet,,46.2219890,6.09708600,,,0,S0100198,C,
ch:1:sloid:87924:0:527438,,"Vernier, Blandonnet",,46.2219890,6.09708600,,,0,S0100198,,
S0100199,,Blandonnet,,46.2220110,6.09739700,,,1,,,
0100199_D,,Blandonnet,,46.2220110,6.09739700,,,0,S0100199,D,
ch:1:sloid:87924:0:902830,,"Vernier, Blandonnet",,46.2220110,6.09739700,,,0,S0100199,,
S0100200,,Blandonnet,,46.2219470,6.09738500,,,1,,,
0100200_A,,Blandonnet,,46.2219470,6.09738500,,,0,S0100200,A,
ch:1:sloid:87924:0:339803,,"Vernier, Blandonnet",,46.2219470,6.09738500,,,0,S0100200,,
S0100201,,Blandonnet,,46.2223870,6.09654500,,,1,,,
0100201_E,,Blandonnet,,46.2223870,6.09654500,,,0,S0100201,E,
ch:1:sloid:87924:0:582509,,"Vernier, Blandonnet",,46.2223870,6.09654500,,,0,S0100201,,
S0100202,,Blandonnet,,46.2227630,6.09791000,,,1,,,
0100202_F,,Blandonnet,,46.2227630,6.09791000,,,0,S0100202,F,
ch:1:sloid:87924:0:483623,,"Vernier, Blandonnet",,46.2227630,6.09791000,,,0,S0100202,,
S0100203,,Blandonnet,,46.2216220,6.09799000,,,1,,,
0100203_G,,Blandonnet,,46.2216220,6.09799000,,,0,S0100203,G,
ch:1:sloid:87924:0:445537,,"Vernier, Blandonnet",,46.2216220,6.09799000,,,0,S0100203,,
S0100205,,Centre sportif du Blanché,,46.2410070,6.12846300,,,1,,,
0100205_Q,,Centre sportif du Blanché,,46.2410070,6.12846300,,,0,S0100205,Q,
ch:1:sloid:92938:0:385528,,"Grand-Saconnex, CS Blanché",,46.2410070,6.12846300,,,0,S0100205,,
S0100206,,Centre sportif du Blanché,,46.2406290,6.12840800,,,1,,,
0100206_R,,Centre sportif du Blanché,,46.2406290,6.12840800,,,0,S0100206,R,
ch:1:sloid:92938:0:866497,,"Grand-Saconnex, CS Blanché",,46.2406290,6.12840800,,,0,S0100206,,
S0100207,,Centre sportif du Blanché,,46.2423010,6.13066200,,,1,,,
0100207_P,,Centre sportif du Blanché,,46.2423010,6.13066200,,,0,S0100207,P,
ch:1:sloid:92938:0:983998,,"Grand-Saconnex, CS Blanché",,46.2423010,6.13066200,,,0,S0100207,,
S0100208,,Belle-Idée-Centre,,46.2071590,6.20993000,,,1,,,
0100208_N,,Belle-Idée-Centre,,46.2071590,6.20993000,,,0,S0100208,N,
ch:1:sloid:93107:0:620209,,"Thônex, Belle-Idée centre",,46.2071590,6.20993000,,,0,S0100208,,
S0100209,,Belle-Idée-Centre,,46.2072150,6.21018800,,,1,,,
0100209_O,,Belle-Idée-Centre,,46.2072150,6.21018800,,,0,S0100209,O,
ch:1:sloid:93107:0:883088,,"Thônex, Belle-Idée centre",,46.2072150,6.21018800,,,0,S0100209,,
S0100210,,Château-Bloch,,46.2087760,6.09887600,,,1,,,
0100210_P,,Château-Bloch,,46.2087760,6.09887600,,,0,S0100210,P,
ch:1:sloid:93151:0:161230,,"Vernier, Château-Bloch",,46.2087760,6.09887600,,,0,S0100210,,
S0100211,,Château-Bloch,,46.2090860,6.10003500,,,1,,,
0100211_Q,,Château-Bloch,,46.2090860,6.10003500,,,0,S0100211,Q,
ch:1:sloid:93151:0:790852,,"Vernier, Château-Bloch",,46.2090860,6.10003500,,,0,S0100211,,
S0100212,,La Belotte,,46.2355510,6.19423700,,,1,,,
0100212_L,,La Belotte,,46.2355510,6.19423700,,,0,S0100212,L,
ch:1:sloid:92747:0:769417,,"Cologny, La Belotte",,46.2355510,6.19423700,,,0,S0100212,,
S0100213,,La Belotte,,46.2351950,6.19373900,,,1,,,
0100213_M,,La Belotte,,46.2351950,6.19373900,,,0,S0100213,M,
ch:1:sloid:92747:0:524370,,"Cologny, La Belotte",,46.2351950,6.19373900,,,0,S0100213,,
S0100214,,Bellevue-Mairie,,46.2540830,6.15389300,,,1,,,
0100214_Q,,Bellevue-Mairie,,46.2540830,6.15389300,,,0,S0100214,Q,
ch:1:sloid:3217:0:25421,,"Bellevue GE, mairie",,46.2540830,6.15389300,,,0,S0100214,,
S0100215,,Bellevue-Mairie,,46.2541130,6.15410000,,,1,,,
0100215_R,,Bellevue-Mairie,,46.2541130,6.15410000,,,0,S0100215,R,
ch:1:sloid:3217:0:519628,,"Bellevue GE, mairie",,46.2541130,6.15410000,,,0,S0100215,,
S0100216,,Bellevue-Mollies,,46.2524510,6.15192100,,,1,,,
0100216_S,,Bellevue-Mollies,,46.2524510,6.15192100,,,0,S0100216,S,
ch:1:sloid:3218:0:372458,,"Bellevue GE, Mollies",,46.2524510,6.15192100,,,0,S0100216,,
S0100217,,Bellevue-Mollies,,46.2524620,6.15209000,,,1,,,
0100217_T,,Bellevue-Mollies,,46.2524620,6.15209000,,,0,S0100217,T,
ch:1:sloid:3218:0:927122,,"Bellevue GE, Mollies",,46.2524620,6.15209000,,,0,S0100217,,
S0100218,,Bout-du-Monde,,46.1819560,6.15707000,,,1,,,
0100218_A,,Bout-du-Monde,,46.1819560,6.15707000,,,0,S0100218,A,
ch:1:sloid:92793:0:58870,,"Genève, Bout-du-Monde",,46.1819560,6.15707000,,,0,S0100218,,
S0100219,,Bout-du-Monde,,46.1822770,6.15673800,,,1,,,
0100219_B,,Bout-du-Monde,,46.1822770,6.15673800,,,0,S0100219,B,
ch:1:sloid:92793:0:10928,,"Genève, Bout-du-Monde",,46.1822770,6.15673800,,,0,S0100219,,
S0100220,,Bout-du-Monde,,46.1812780,6.15829000,,,1,,,
0100220_C,,Bout-du-Monde,,46.1812780,6.15829000,,,0,S0100220,C,
ch:1:sloid:92793:0:409281,,"Genève, Bout-du-Monde",,46.1812780,6.15829000,,,0,S0100220,,
S0100221,,Bandol,,46.1858730,6.10601900,,,1,,,
0100221_V,,Bandol,,46.1858730,6.10601900,,,0,S0100221,V,
ch:1:sloid:93027:0:260303,,"Onex, Bandol",,46.1858730,6.10601900,,,0,S0100221,,
S0100222,,Bandol,,46.1860080,6.10679300,,,1,,,
0100222_W,,Bandol,,46.1860080,6.10679300,,,0,S0100222,W,
ch:1:sloid:93027:0:260100,,"Onex, Bandol",,46.1860080,6.10679300,,,0,S0100222,,
S0100224,,Bois-Caran,,46.2486530,6.20097900,,,1,,,
0100224_A,,Bois-Caran,,46.2486530,6.20097900,,,0,S0100224,A,
ch:1:sloid:92725:0:500864,,"Collonge-Bellerive, Bois-Caran",,46.2486530,6.20097900,,,0,S0100224,,
S0100225,,Bois-Caran,,46.2480010,6.20060500,,,1,,,
0100225_B,,Bois-Caran,,46.2480010,6.20060500,,,0,S0100225,B,
ch:1:sloid:92725:0:325673,,"Collonge-Bellerive, Bois-Caran",,46.2480010,6.20060500,,,0,S0100225,,
S0100226,,Bois-Chatton,,46.2953870,6.10026000,,,1,,,
0100226_E,,Bois-Chatton,,46.2953870,6.10026000,,,0,S0100226,E,
ch:1:sloid:1401814:0:62231,,"Versonnex, Bois-Chatton (F)",,46.2953870,6.10026000,,,0,S0100226,,
S0100227,,Bois-Galland,,46.2468550,6.21266500,,,1,,,
0100227_N,,Bois-Galland,,46.2468550,6.21266500,,,0,S0100227,N,
ch:1:sloid:92729:0:903131,,"Vésenaz, Bois-Galland",,46.2468550,6.21266500,,,0,S0100227,,
S0100228,,Bois-Galland,,46.2468520,6.21240600,,,1,,,
0100228_O,,Bois-Galland,,46.2468520,6.21240600,,,0,S0100228,O,
ch:1:sloid:92729:0:475968,,"Vésenaz, Bois-Galland",,46.2468520,6.21240600,,,0,S0100228,,
S0100229,,Bouchet,,46.2166740,6.11791500,,,1,,,
0100229_C,,Bouchet,,46.2166740,6.11791500,,,0,S0100229,C,
ch:1:sloid:92791:0:789069,,"Vernier, Bouchet",,46.2166740,6.11791500,,,0,S0100229,,
S0100230,,Bouchet,,46.2165460,6.11772400,,,1,,,
0100230_B,,Bouchet,,46.2165460,6.11772400,,,0,S0100230,B,
ch:1:sloid:92791:0:518520,,"Vernier, Bouchet",,46.2165460,6.11772400,,,0,S0100230,,
S0100231,,Bouchet,,46.2162920,6.11831300,,,1,,,
0100231_A,,Bouchet,,46.2162920,6.11831300,,,0,S0100231,A,
ch:1:sloid:92791:0:623732,,"Vernier, Bouchet",,46.2162920,6.11831300,,,0,S0100231,,
S0100232,,Bouchet,,46.2168900,6.11714500,,,1,,,
0100232_D,,Bouchet,,46.2168900,6.11714500,,,0,S0100232,D,
ch:1:sloid:92791:0:32577,,"Vernier, Bouchet",,46.2168900,6.11714500,,,0,S0100232,,
S0100233,,Bouchet,,46.2159250,6.11843900,,,1,,,
0100233_E,,Bouchet,,46.2159250,6.11843900,,,0,S0100233,E,
ch:1:sloid:92791:0:216984,,"Vernier, Bouchet",,46.2159250,6.11843900,,,0,S0100233,,
S0100234,,Bouchet,,46.2165550,6.11929200,,,1,,,
0100234_F,,Bouchet,,46.2165550,6.11929200,,,0,S0100234,F,
ch:1:sloid:92791:0:399435,,"Vernier, Bouchet",,46.2165550,6.11929200,,,0,S0100234,,
S0100236,,Boissier,,46.2332070,6.19128300,,,1,,,
0100236_S,,Boissier,,46.2332070,6.19128300,,,0,S0100236,S,
ch:1:sloid:92741:0:589231,,"Cologny, Boissier",,46.2332070,6.19128300,,,0,S0100236,,
S0100237,,Boissier,,46.2328380,6.19050000,,,1,,,
0100237_T,,Boissier,,46.2328380,6.19050000,,,0,S0100237,T,
ch:1:sloid:92741:0:461071,,"Cologny, Boissier",,46.2328380,6.19050000,,,0,S0100237,,
S0100238,,Bois-du-Lan,,46.2272580,6.07801700,,,1,,,
0100238_O,,Bois-du-Lan,,46.2272580,6.07801700,,,0,S0100238,O,
