stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code,stop_timezone_header
S0100988,,Aubert,,46.1919270,6.16363700,,,1,,,
0100988_K,,Aubert,,46.1919270,6.16363700,,,0,S0100988,K,
ch:1:sloid:92849:0:428973,,"Genève, Aubert",,46.1919270,6.16363700,,,0,S0100988,,
S0100989,,Aubert,,46.1920890,6.16358100,,,1,,,
0100989_L,,Aubert,,46.1920890,6.16358100,,,0,S0100989,L,
ch:1:sloid:92849:0:189592,,"Genève, Aubert",,46.1920890,6.16358100,,,0,S0100989,,
S0100990,,L'Avenir-Croisée,,46.2178530,6.23729500,,,1,,,
0100990_A,,L'Avenir-Croisée,,46.2178530,6.23729500,,,0,S0100990,A,
ch:1:sloid:95227:0:868478,,"Presinge, L'Avenir croisée",,46.2178530,6.23729500,,,0,S0100990,,
S0100991,,L'Avenir-Croisée,,46.2178980,6.23728100,,,1,,,
0100991_B,,L'Avenir-Croisée,,46.2178980,6.23728100,,,0,S0100991,B,
ch:1:sloid:95227:0:284055,,"Presinge, L'Avenir croisée",,46.2178980,6.23728100,,,0,S0100991,,
S0100992,,L'Avenir,,46.2201380,6.23988900,,,1,,,
0100992_C,,L'Avenir,,46.2201380,6.23988900,,,0,S0100992,C,
ch:1:sloid:7420:0:337609,,"Presinge, L'Avenir",,46.2201380,6.23988900,,,0,S0100992,,
S0100993,,L'Avenir,,46.2200640,6.23969600,,,1,,,
0100993_D,,L'Avenir,,46.2200640,6.23969600,,,0,S0100993,D,
ch:1:sloid:7420:0:140442,,"Presinge, L'Avenir",,46.2200640,6.23969600,,,0,S0100993,,
S0100994,,Laconnex-Village,,46.1559630,6.03651600,,,1,,,
0100994_P,,Laconnex-Village,,46.1559630,6.03651600,,,0,S0100994,P,
ch:1:sloid:87074:0:351754,,"Laconnex, village",,46.1559630,6.03651600,,,0,S0100994,,
S0100995,,Laconnex-Village,,46.1559540,6.03650300,,,1,,,
0100995_O,,Laconnex-Village,,46.1559540,6.03650300,,,0,S0100995,O,
ch:1:sloid:87074:0:706345,,"Laconnex, village",,46.1559540,6.03650300,,,0,S0100995,,
S0100998,,Burgy,,46.1804770,6.11301600,,,1,,,
0100998_W,,Burgy,,46.1804770,6.11301600,,,0,S0100998,W,
ch:1:sloid:92985:0:213763,,"Grand-Lancy, Burgy",,46.1804770,6.11301600,,,0,S0100998,,
S0100999,,Burgy,,46.1805970,6.11335000,,,1,,,
0100999_X,,Burgy,,46.1805970,6.11335000,,,0,S0100999,X,
ch:1:sloid:92985:0:798968,,"Grand-Lancy, Burgy",,46.1805970,6.11335000,,,0,S0100999,,
S0101000,,Les Crêts,,46.1649910,6.14703200,,,1,,,
0101000_S,,Les Crêts,,46.1649910,6.14703200,,,0,S0101000,S,
ch:1:sloid:88801:0:59906,,"Troinex, Les Crêts",,46.1649910,6.14703200,,,0,S0101000,,
S0101001,,Les Crêts,,46.1653670,6.14686800,,,1,,,
0101001_T,,Les Crêts,,46.1653670,6.14686800,,,0,S0101001,T,
ch:1:sloid:88801:0:692815,,"Troinex, Les Crêts",,46.1653670,6.14686800,,,0,S0101001,,
S0101002,,La Côte,,46.1124430,6.05165700,,,1,,,
0101002_M,,La Côte,,46.1124430,6.05165700,,,0,S0101002,M,
ch:1:sloid:1401150:0:872351,,"Viry, La Côte",,46.1124430,6.05165700,,,0,S0101002,,
S0101003,,La Côte,,46.1124180,6.05182600,,,1,,,
0101003_N,,La Côte,,46.1124180,6.05182600,,,0,S0101003,N,
ch:1:sloid:1401150:0:275602,,"Viry, La Côte",,46.1124180,6.05182600,,,0,S0101003,,
S0101006,,Plage du Vengeron,,46.2458930,6.15199900,,,1,,,
0101006_F,,Plage du Vengeron,,46.2458930,6.15199900,,,0,S0101006,F,
ch:1:sloid:7414:0:951826,,"Chambésy, Plage du Vengeron",,46.2458930,6.15199900,,,0,S0101006,,
S0101007,,Le-Fort,,46.2090490,6.18061400,,,1,,,
0101007_G,,Le-Fort,,46.2090490,6.18061400,,,0,S0101007,G,
ch:1:sloid:92748:0:967603,,"Cologny, Le-Fort",,46.2090490,6.18061400,,,0,S0101007,,
S0101008,,Le-Fort,,46.2089300,6.18040900,,,1,,,
0101008_H,,Le-Fort,,46.2089300,6.18040900,,,0,S0101008,H,
ch:1:sloid:92748:0:904070,,"Cologny, Le-Fort",,46.2089300,6.18040900,,,0,S0101008,,
S0101009,,La Forge,,46.2323820,6.25005500,,,1,,,
0101009_E,,La Forge,,46.2323820,6.25005500,,,0,S0101009,E,
ch:1:sloid:92963:0:535381,,"Jussy, La Forge",,46.2323820,6.25005500,,,0,S0101009,,
S0101010,,La Forge,,46.2322000,6.24987800,,,1,,,
0101010_F,,La Forge,,46.2322000,6.24987800,,,0,S0101010,F,
ch:1:sloid:92963:0:326798,,"Jussy, La Forge",,46.2322000,6.24987800,,,0,S0101010,,
S0101011,,Cessy-Les Hauts,,46.3254090,6.06485900,,,1,,,
0101011_O,,Cessy-Les Hauts,,46.3254090,6.06485900,,,0,S0101011,O,
ch:1:sloid:1401679:0:703478,,"Cessy, Les Hauts",,46.3254090,6.06485900,,,0,S0101011,,
S0101012,,Cessy-Les Hauts,,46.3250280,6.06532300,,,1,,,
0101012_P,,Cessy-Les Hauts,,46.3250280,6.06532300,,,0,S0101012,P,
ch:1:sloid:1401679:0:339300,,"Cessy, Les Hauts",,46.3250280,6.06532300,,,0,S0101012,,
S0101013,,Libellules,,46.2087510,6.10748100,,,1,,,
0101013_F,,Libellules,,46.2087510,6.10748100,,,0,S0101013,F,
ch:1:sloid:93162:0:860479,,"Vernier, Libellules",,46.2087510,6.10748100,,,0,S0101013,,
S0101014,,Libellules,,46.2085910,6.10762800,,,1,,,
0101014_G,,Libellules,,46.2085910,6.10762800,,,0,S0101014,G,
ch:1:sloid:93162:0:449458,,"Vernier, Libellules",,46.2085910,6.10762800,,,0,S0101014,,
S0101015,,Les Maladières,,46.2231620,6.05923300,,,1,,,
0101015_G,,Les Maladières,,46.2231620,6.05923300,,,0,S0101015,G,
ch:1:sloid:93096:0:207839,,"Satigny, Les Maladières",,46.2231620,6.05923300,,,0,S0101015,,
S0101016,,Les Maladières,,46.2232860,6.05904800,,,1,,,
0101016_H,,Les Maladières,,46.2232860,6.05904800,,,0,S0101016,H,
ch:1:sloid:93096:0:115416,,"Satigny, Les Maladières",,46.2232860,6.05904800,,,0,S0101016,,
S0101017,,En Louche,,46.1576480,6.09746500,,,1,,,
0101017_A,,En Louche,,46.1576480,6.09746500,,,0,S0101017,A,
ch:1:sloid:93047:0:423834,,"Perly, En Louche",,46.1576480,6.09746500,,,0,S0101017,,
S0101018,,En Louche,,46.1576570,6.09592400,,,1,,,
0101018_B,,En Louche,,46.1576570,6.09592400,,,0,S0101018,B,
ch:1:sloid:93047:0:887253,,"Perly, En Louche",,46.1576570,6.09592400,,,0,S0101018,,
S0101019,,En Louche,,46.1572440,6.09677600,,,1,,,
0101019_C,,En Louche,,46.1572440,6.09677600,,,0,S0101019,C,
ch:1:sloid:93047:0:748874,,"Perly, En Louche",,46.1572440,6.09677600,,,0,S0101019,,
S0101020,,En Louche,,46.1582720,6.09772200,,,1,,,
0101020_D,,En Louche,,46.1582720,6.09772200,,,0,S0101020,D,
ch:1:sloid:93047:0:406260,,"Perly, En Louche",,46.1582720,6.09772200,,,0,S0101020,,
S0101021,,Loëx-Hôpital,,46.1988490,6.08576200,,,1,,,
0101021_O,,Loëx-Hôpital,,46.1988490,6.08576200,,,0,S0101021,O,
ch:1:sloid:87903:0:66555,,"Bernex, Loëx Hôpital",,46.1988490,6.08576200,,,0,S0101021,,
S0101022,,Loëx-Lanance,,46.1990000,6.08333500,,,1,,,
0101022_N,,Loëx-Lanance,,46.1990000,6.08333500,,,0,S0101022,N,
ch:1:sloid:92655:0:637467,,"Bernex, Loëx Lanance",,46.1990000,6.08333500,,,0,S0101022,,
S0101023,,Lombard,,46.1955910,6.14721400,,,1,,,
0101023_U,,Lombard,,46.1955910,6.14721400,,,0,S0101023,U,
ch:1:sloid:92848:0:173079,,"Genève, Lombard",,46.1955910,6.14721400,,,0,S0101023,,
S0101024,,La Loure,,46.2353170,6.26059600,,,1,,,
0101024_G,,La Loure,,46.2353170,6.26059600,,,0,S0101024,G,
ch:1:sloid:92964:0:289623,,"Jussy, La Loure",,46.2353170,6.26059600,,,0,S0101024,,
S0101025,,La Loure,,46.2354320,6.26037400,,,1,,,
0101025_H,,La Loure,,46.2354320,6.26037400,,,0,S0101025,H,
ch:1:sloid:92964:0:929092,,"Jussy, La Loure",,46.2354320,6.26037400,,,0,S0101025,,
S0101026,,Loveré,,46.2089990,6.20136200,,,1,,,
0101026_P,,Loveré,,46.2089990,6.20136200,,,0,S0101026,P,
ch:1:sloid:93134:0:712720,,"Vandoeuvres, Loveré",,46.2089990,6.20136200,,,0,S0101026,,
S0101027,,Loveré,,46.2091730,6.20164300,,,1,,,
0101027_Q,,Loveré,,46.2091730,6.20164300,,,0,S0101027,Q,
ch:1:sloid:93134:0:995234,,"Vandoeuvres, Loveré",,46.2091730,6.20164300,,,0,S0101027,,
S0101028,,Les Quibières,,46.1729290,6.18236600,,,1,,,
0101028_J,,Les Quibières,,46.1729290,6.18236600,,,0,S0101028,J,
ch:1:sloid:93203:0:486207,,"Veyrier, Les Quibières",,46.1729290,6.18236600,,,0,S0101028,,
S0101029,,Les Quibières,,46.1730820,6.18237600,,,1,,,
0101029_K,,Les Quibières,,46.1730820,6.18237600,,,0,S0101029,K,
ch:1:sloid:93203:0:128484,,"Veyrier, Les Quibières",,46.1730820,6.18237600,,,0,S0101029,,
S0101030,,Bernex-Luchepelet,,46.1782870,6.07273800,,,1,,,
0101030_I,,Bernex-Luchepelet,,46.1782870,6.07273800,,,0,S0101030,I,
ch:1:sloid:8130:0:551147,,"Bernex, Luchepelet",,46.1782870,6.07273800,,,0,S0101030,,
S0101031,,Bernex-Luchepelet,,46.1785500,6.07363800,,,1,,,
0101031_H,,Bernex-Luchepelet,,46.1785500,6.07363800,,,0,S0101031,H,
ch:1:sloid:8130:0:370114,,"Bernex, Luchepelet",,46.1785500,6.07363800,,,0,S0101031,,
S0101032,,Bernex-Luchepelet,,46.1778500,6.07300800,,,1,,,
0101032_A,,Bernex-Luchepelet,,46.1778500,6.07300800,,,0,S0101032,A,
ch:1:sloid:8130:0:600978,,"Bernex, Luchepelet",,46.1778500,6.07300800,,,0,S0101032,,
S0101033,,Bernex-Luchepelet,,46.1779310,6.07304400,,,1,,,
0101033_B,,Bernex-Luchepelet,,46.1779310,6.07304400,,,0,S0101033,B,
ch:1:sloid:8130:0:359151,,"Bernex, Luchepelet",,46.1779310,6.07304400,,,0,S0101033,,
S0101034,,Lully-Village,,46.1644320,6.07351200,,,1,,,
0101034_R,,Lully-Village,,46.1644320,6.07351200,,,0,S0101034,R,
ch:1:sloid:92656:0:369322,,"Bernex, Lully village",,46.1644320,6.07351200,,,0,S0101034,,
S0101035,,Lully-Village,,46.1639120,6.07216500,,,1,,,
0101035_S,,Lully-Village,,46.1639120,6.07216500,,,0,S0101035,S,
ch:1:sloid:92656:0:368726,,"Bernex, Lully village",,46.1639120,6.07216500,,,0,S0101035,,
S0101036,,Lullier,,46.2276980,6.25551100,,,1,,,
0101036_K,,Lullier,,46.2276980,6.25551100,,,0,S0101036,K,
ch:1:sloid:7428:0:150741,,"Jussy, Lullier",,46.2276980,6.25551100,,,0,S0101036,,
S0101037,,Lullier,,46.2274560,6.25639800,,,1,,,
0101037_L,,Lullier,,46.2274560,6.25639800,,,0,S0101037,L,
ch:1:sloid:7428:0:162704,,"Jussy, Lullier",,46.2274560,6.25639800,,,0,S0101037,,
S0101038,,Lully-Croisée,,46.1628500,6.07061200,,,1,,,
0101038_T,,Lully-Croisée,,46.1628500,6.07061200,,,0,S0101038,T,
ch:1:sloid:87076:0:679762,,"Bernex, Lully croisée",,46.1628500,6.07061200,,,0,S0101038,,
S0101039,,Lully-Croisée,,46.1630670,6.07220000,,,1,,,
0101039_U,,Lully-Croisée,,46.1630670,6.07220000,,,0,S0101039,U,
ch:1:sloid:87076:0:195535,,"Bernex, Lully croisée",,46.1630670,6.07220000,,,0,S0101039,,
S0101040,,Lully-Croisée,,46.1630140,6.07152800,,,1,,,
0101040_A,,Lully-Croisée,,46.1630140,6.07152800,,,0,S0101040,A,
ch:1:sloid:87076:0:522944,,"Bernex, Lully croisée",,46.1630140,6.07152800,,,0,S0101040,,
S0101041,,Lully-Croisée,,46.1627710,6.07077000,,,1,,,
0101041_V,,Lully-Croisée,,46.1627710,6.07077000,,,0,S0101041,V,
ch:1:sloid:87076:0:224945,,"Bernex, Lully croisée",,46.1627710,6.07077000,,,0,S0101041,,
S0101042,,Les Mévaux,,46.2299880,6.26548200,,,1,,,
0101042_T,,Les Mévaux,,46.2299880,6.26548200,,,0,S0101042,T,
ch:1:sloid:7422:0:282094,,"Jussy, Les Mévaux",,46.2299880,6.26548200,,,0,S0101042,,
S0101043,,Les Mévaux,,46.2299080,6.26554900,,,1,,,
0101043_S,,Les Mévaux,,46.2299080,6.26554900,,,0,S0101043,S,
ch:1:sloid:7422:0:577307,,"Jussy, Les Mévaux",,46.2299080,6.26554900,,,0,S0101043,,
S0101044,,Lullier-Plantais,,46.2299190,6.25968900,,,1,,,
0101044_I,,Lullier-Plantais,,46.2299190,6.25968900,,,0,S0101044,I,
ch:1:sloid:7426:0:845690,,"Jussy, Lullier Plantais",,46.2299190,6.25968900,,,0,S0101044,,
S0101045,,Lullier-Plantais,,46.2298550,6.25962600,,,1,,,
0101045_J,,Lullier-Plantais,,46.2298550,6.25962600,,,0,S0101045,J,
ch:1:sloid:7426:0:858126,,"Jussy, Lullier Plantais",,46.2298550,6.25962600,,,0,S0101045,,
S0101046,,Ferney-Lycée,,46.2630500,6.11536300,,,1,,,
0101046_R,,Ferney-Lycée,,46.2630500,6.11536300,,,0,S0101046,R,
ch:1:sloid:1401739:0:956890,,"Ferney, Lycée",,46.2630500,6.11536300,,,0,S0101046,,
S0101047,,Ferney-Lycée,,46.2640970,6.11489600,,,1,,,
0101047_S,,Ferney-Lycée,,46.2640970,6.11489600,,,0,S0101047,S,
ch:1:sloid:1401739:0:381326,,"Ferney, Lycée",,46.2640970,6.11489600,,,0,S0101047,,
S0101048,,Lyon,,46.2096510,6.13839200,,,1,,,
0101048_M,,Lyon,,46.2096510,6.13839200,,,0,S0101048,M,
ch:1:sloid:92850:0:702743,,"Genève, Lyon",,46.2096510,6.13839200,,,0,S0101048,,
S0101049,,Lyon,,46.2101490,6.13788800,,,1,,,
0101049_N,,Lyon,,46.2101490,6.13788800,,,0,S0101049,N,
ch:1:sloid:92850:0:933484,,"Genève, Lyon",,46.2101490,6.13788800,,,0,S0101049,,
S0101050,,Machéry,,46.2438400,6.12989900,,,1,,,
0101050_M,,Machéry,,46.2438400,6.12989900,,,0,S0101050,M,
ch:1:sloid:92946:0:640301,,"Grand-Saconnex, Machéry",,46.2438400,6.12989900,,,0,S0101050,,
S0101051,,Machéry,,46.2437620,6.13019900,,,1,,,
0101051_N,,Machéry,,46.2437620,6.13019900,,,0,S0101051,N,
ch:1:sloid:92946:0:291763,,"Grand-Saconnex, Machéry",,46.2437620,6.13019900,,,0,S0101051,,
S0101052,,Machéry,,46.2434970,6.12906500,,,1,,,
0101052_U,,Machéry,,46.2434970,6.12906500,,,0,S0101052,U,
ch:1:sloid:92946:0:746558,,"Grand-Saconnex, Machéry",,46.2434970,6.12906500,,,0,S0101052,,
S0101053,,Machéry,,46.2440160,6.12878000,,,1,,,
0101053_V,,Machéry,,46.2440160,6.12878000,,,0,S0101053,V,
ch:1:sloid:92946:0:54843,,"Grand-Saconnex, Machéry",,46.2440160,6.12878000,,,0,S0101053,,
S0101054,,Malval-Centre Nature,,46.2162930,5.99617100,,,1,,,
0101054_S,,Malval-Centre Nature,,46.2162930,5.99617100,,,0,S0101054,S,
ch:1:sloid:95951:0:566518,,"Dardagny, Malval Centre Nature",,46.2162930,5.99617100,,,0,S0101054,,
S0101056,,Malval-Chapelle,,46.2099780,5.99344800,,,1,,,
0101056_I,,Malval-Chapelle,,46.2099780,5.99344800,,,0,S0101056,I,
ch:1:sloid:95950:0:893545,,"Dardagny, Malval chapelle",,46.2099780,5.99344800,,,0,S0101056,,
S0101058,,Maison-Rouge,,46.2060540,6.01886000,,,1,,,
0101058_R,,Maison-Rouge,,46.2060540,6.01886000,,,0,S0101058,R,
ch:1:sloid:93097:0:447849,,"Satigny, Maison-Rouge",,46.2060540,6.01886000,,,0,S0101058,,
S0101059,,Malval-Hameau,,46.2110050,5.98930000,,,1,,,
0101059_Q,,Malval-Hameau,,46.2110050,5.98930000,,,0,S0101059,Q,
ch:1:sloid:92771:0:792150,,"Dardagny, Malval hameau",,46.2110050,5.98930000,,,0,S0101059,,
S0101060,,Malval-Hameau,,46.2109670,5.98921000,,,1,,,
0101060_R,,Malval-Hameau,,46.2109670,5.98921000,,,0,S0101060,R,
ch:1:sloid:92771:0:86986,,"Dardagny, Malval hameau",,46.2109670,5.98921000,,,0,S0101060,,
S0101061,,Maillard,,46.2284890,6.06525600,,,1,,,
0101061_Q,,Maillard,,46.2284890,6.06525600,,,0,S0101061,Q,
ch:1:sloid:95026:0:779344,,"Meyrin, Maillard",,46.2284890,6.06525600,,,0,S0101061,,
S0101062,,Maillard,,46.2287280,6.06493900,,,1,,,
0101062_R,,Maillard,,46.2287280,6.06493900,,,0,S0101062,R,
ch:1:sloid:95026:0:192196,,"Meyrin, Maillard",,46.2287280,6.06493900,,,0,S0101062,,
S0101063,,Maisonnex,,46.2322400,6.06001400,,,1,,,
0101063_K,,Maisonnex,,46.2322400,6.06001400,,,0,S0101063,K,
ch:1:sloid:93018:0:783358,,"Meyrin, Maisonnex",,46.2322400,6.06001400,,,0,S0101063,,
S0101064,,Maisonnex,,46.2321270,6.06030200,,,1,,,
0101064_L,,Maisonnex,,46.2321270,6.06030200,,,0,S0101064,L,
ch:1:sloid:93018:0:197543,,"Meyrin, Maisonnex",,46.2321270,6.06030200,,,0,S0101064,,
S0101066,,Malagnou,,46.1934320,6.17666000,,,1,,,
0101066_Y,,Malagnou,,46.1934320,6.17666000,,,0,S0101066,Y,
ch:1:sloid:87056:0:87699,,"Chêne-Bougeries, Malagnou",,46.1934320,6.17666000,,,0,S0101066,,
S0101067,,Malagnou,,46.1933010,6.17701300,,,1,,,
0101067_Z,,Malagnou,,46.1933010,6.17701300,,,0,S0101067,Z,
ch:1:sloid:87056:0:888522,,"Chêne-Bougeries, Malagnou",,46.1933010,6.17701300,,,0,S0101067,,
S0101068,,Mancy,,46.2417190,6.20121400,,,1,,,
0101068_V,,Mancy,,46.2417190,6.20121400,,,0,S0101068,V,
ch:1:sloid:92736:0:439256,,"Vésenaz, Mancy",,46.2417190,6.20121400,,,0,S0101068,,
S0101069,,Mancy,,46.2428860,6.20265300,,,1,,,
0101069_W,,Mancy,,46.2428860,6.20265300,,,0,S0101069,W,
ch:1:sloid:92736:0:56555,,"Vésenaz, Mancy",,46.2428860,6.20265300,,,0,S0101069,,
S0101071,,Manufactures,,46.1647190,6.10577200,,,1,,,
0101071_V,,Manufactures,,46.1647190,6.10577200,,,0,S0101071,V,
ch:1:sloid:95036:0:304416,,"Plan-les-Ouates, Manufactures",,46.1647190,6.10577200,,,0,S0101071,,
S0101072,,Maison Onésienne,,46.1892570,6.10151900,,,1,,,
0101072_T,,Maison Onésienne,,46.1892570,6.10151900,,,0,S0101072,T,
ch:1:sloid:93037:0:915737,,"Onex, Maison Onésienne",,46.1892570,6.10151900,,,0,S0101072,,
S0101073,,Maison de la Paix,,46.2201050,6.14541400,,,1,,,
0101073_W,,Maison de la Paix,,46.2201050,6.14541400,,,0,S0101073,W,
ch:1:sloid:92825:0:496238,,"Genève, Maison de la Paix",,46.2201050,6.14541400,,,0,S0101073,,
S0101074,,Maison de la Paix,,46.2200010,6.14579300,,,1,,,
0101074_X,,Maison de la Paix,,46.2200010,6.14579300,,,0,S0101074,X,
ch:1:sloid:92825:0:223496,,"Genève, Maison de la Paix",,46.2200010,6.14579300,,,0,S0101074,,
S0101075,,Les Marbriers,,46.1965410,6.11809200,,,1,,,
0101075_C,,Les Marbriers,,46.1965410,6.11809200,,,0,S0101075,C,
ch:1:sloid:92997:0:951274,,"Petit-Lancy, Les Marbriers",,46.1965410,6.11809200,,,0,S0101075,,
S0101076,,Les Marbriers,,46.1964820,6.11766600,,,1,,,
0101076_D,,Les Marbriers,,46.1964820,6.11766600,,,0,S0101076,D,
ch:1:sloid:92997:0:117238,,"Petit-Lancy, Les Marbriers",,46.1964820,6.11766600,,,0,S0101076,,
S0101077,,Marguerite,,46.2729230,6.22066600,,,1,,,
0101077_M,,Marguerite,,46.2729230,6.22066600,,,0,S0101077,M,
ch:1:sloid:92626:0:327642,,"Anières, Marguerite",,46.2729230,6.22066600,,,0,S0101077,,
S0101078,,Marguerite,,46.2728230,6.22055200,,,1,,,
0101078_N,,Marguerite,,46.2728230,6.22055200,,,0,S0101078,N,
ch:1:sloid:92626:0:597909,,"Anières, Marguerite",,46.2728230,6.22055200,,,0,S0101078,,
S0101079,,Massettes,,46.2236080,6.11382000,,,1,,,
0101079_N,,Massettes,,46.2236080,6.11382000,,,0,S0101079,N,
ch:1:sloid:92948:0:222932,,"Grand-Saconnex, Massettes",,46.2236080,6.11382000,,,0,S0101079,,
S0101080,,Massettes,,46.2233050,6.11407300,,,1,,,
0101080_O,,Massettes,,46.2233050,6.11407300,,,0,S0101080,O,
ch:1:sloid:92948:0:211156,,"Grand-Saconnex, Massettes",,46.2233050,6.11407300,,,0,S0101080,,
S0101081,,Maternité-Pédiatrie,,46.1913130,6.14603300,,,1,,,
0101081_R,,Maternité-Pédiatrie,,46.1913130,6.14603300,,,0,S0101081,R,
ch:1:sloid:92853:0:161721,,"Genève, Maternité-Pédiatrie",,46.1913130,6.14603300,,,0,S0101081,,
S0101082,,Maternité-Pédiatrie,,46.1913230,6.14607100,,,1,,,
0101082_S,,Maternité-Pédiatrie,,46.1913230,6.14607100,,,0,S0101082,S,
ch:1:sloid:92853:0:240022,,"Genève, Maternité-Pédiatrie",,46.1913230,6.14607100,,,0,S0101082,,
S0101083,,Mategnin,,46.2401680,6.08695200,,,1,,,
0101083_I,,Mategnin,,46.2401680,6.08695200,,,0,S0101083,I,
ch:1:sloid:94946:0:188460,,"Meyrin, Mategnin",,46.2401680,6.08695200,,,0,S0101083,,
S0101084,,Mategnin,,46.2408400,6.08827100,,,1,,,
0101084_J,,Mategnin,,46.2408400,6.08827100,,,0,S0101084,J,
ch:1:sloid:94946:0:215551,,"Meyrin, Mategnin",,46.2408400,6.08827100,,,0,S0101084,,
S0101085,,Thônex-Mairie,,46.1880850,6.19836500,,,1,,,
0101085_M,,Thônex-Mairie,,46.1880850,6.19836500,,,0,S0101085,M,
ch:1:sloid:93117:0:998311,,"Thônex, mairie",,46.1880850,6.19836500,,,0,S0101085,,
S0101086,,Thônex-Mairie,,46.1880750,6.19824800,,,1,,,
0101086_N,,Thônex-Mairie,,46.1880750,6.19824800,,,0,S0101086,N,
ch:1:sloid:93117:0:596246,,"Thônex, mairie",,46.1880750,6.19824800,,,0,S0101086,,
S0101087,,Mazettes,,46.2142860,6.21509600,,,1,,,
0101087_J,,Mazettes,,46.2142860,6.21509600,,,0,S0101087,J,
ch:1:sloid:93135:0:8121,,"Vandoeuvres, Mazettes",,46.2142860,6.21509600,,,0,S0101087,,
S0101088,,Mazettes,,46.2143490,6.21514600,,,1,,,
0101088_K,,Mazettes,,46.2143490,6.21514600,,,0,S0101088,K,
ch:1:sloid:93135:0:96480,,"Vandoeuvres, Mazettes",,46.2143490,6.21514600,,,0,S0101088,,
S0101089,,Maconnex-Arcades,,46.2854800,6.08571000,,,1,,,
0101089_F,,Maconnex-Arcades,,46.2854800,6.08571000,,,0,S0101089,F,
ch:1:sloid:1402569:0:994252,,Maconnex-Arcades,,46.2854800,6.08571000,,,0,S0101089,,
S0101090,,Maconnex-Arcades,,46.2849940,6.08569600,,,1,,,
0101090_G,,Maconnex-Arcades,,46.2849940,6.08569600,,,0,S0101090,G,
ch:1:sloid:1402569:0:212556,,Maconnex-Arcades,,46.2849940,6.08569600,,,0,S0101090,,
S0101091,,Moulins-de-Drize,,46.1676770,6.14041600,,,1,,,
0101091_G,,Moulins-de-Drize,,46.1676770,6.14041600,,,0,S0101091,G,
ch:1:sloid:93062:0:289274,,"Plan-les-Ouates, Moulins-Drize",,46.1676770,6.14041600,,,0,S0101091,,
S0101092,,Moulins-de-Drize,,46.1677870,6.14058200,,,1,,,
0101092_H,,Moulins-de-Drize,,46.1677870,6.14058200,,,0,S0101092,H,
ch:1:sloid:93062:0:278575,,"Plan-les-Ouates, Moulins-Drize",,46.1677870,6.14058200,,,0,S0101092,,
S0101093,,Moulins-de-Drize,,46.1673570,6.13997100,,,1,,,
0101093_I,,Moulins-de-Drize,,46.1673570,6.13997100,,,0,S0101093,I,
ch:1:sloid:93062:0:995469,,"Plan-les-Ouates, Moulins-Drize",,46.1673570,6.13997100,,,0,S0101093,,
S0101094,,Moulins-de-Drize,,46.1675700,6.13969400,,,1,,,
0101094_J,,Moulins-de-Drize,,46.1675700,6.13969400,,,0,S0101094,J,
ch:1:sloid:93062:0:964316,,"Plan-les-Ouates, Moulins-Drize",,46.1675700,6.13969400,,,0,S0101094,,
S0101095,,Meinier-Essert,,46.2449920,6.22347000,,,1,,,
0101095_L,,Meinier-Essert,,46.2449920,6.22347000,,,0,S0101095,L,
ch:1:sloid:95673:0:995029,,"Meinier, Essert",,46.2449920,6.22347000,,,0,S0101095,,
S0101096,,Meinier-Essert,,46.2447880,6.22377200,,,1,,,
0101096_M,,Meinier-Essert,,46.2447880,6.22377200,,,0,S0101096,M,
ch:1:sloid:95673:0:577053,,"Meinier, Essert",,46.2447880,6.22377200,,,0,S0101096,,
S0101097,,Meinier-Eglise,,46.2465510,6.23383500,,,1,,,
0101097_I,,Meinier-Eglise,,46.2465510,6.23383500,,,0,S0101097,I,
ch:1:sloid:93001:0:643506,,"Meinier, église",,46.2465510,6.23383500,,,0,S0101097,,
S0101098,,Meinier-Eglise,,46.2465590,6.23369200,,,1,,,
0101098_J,,Meinier-Eglise,,46.2465590,6.23369200,,,0,S0101098,J,
ch:1:sloid:93001:0:319420,,"Meinier, église",,46.2465590,6.23369200,,,0,S0101098,,
S0101099,,Meyrin-Mairie,,46.2334600,6.08048100,,,1,,,
0101099_S,,Meyrin-Mairie,,46.2334600,6.08048100,,,0,S0101099,S,
ch:1:sloid:95028:0:703204,,"Meyrin, mairie",,46.2334600,6.08048100,,,0,S0101099,,
S0101100,,Meyrin-Mairie,,46.2335010,6.08020800,,,1,,,
0101100_T,,Meyrin-Mairie,,46.2335010,6.08020800,,,0,S0101100,T,
ch:1:sloid:95028:0:391711,,"Meyrin, mairie",,46.2335010,6.08020800,,,0,S0101100,,
S0101101,,Meinier-Pralys,,46.2435750,6.22644500,,,1,,,
0101101_A,,Meinier-Pralys,,46.2435750,6.22644500,,,0,S0101101,A,
ch:1:sloid:93004:0:855121,,"Meinier, Pralys",,46.2435750,6.22644500,,,0,S0101101,,
S0101102,,Meinier-Pralys,,46.2437010,6.22644200,,,1,,,
0101102_B,,Meinier-Pralys,,46.2437010,6.22644200,,,0,S0101102,B,
ch:1:sloid:93004:0:775732,,"Meinier, Pralys",,46.2437010,6.22644200,,,0,S0101102,,
S0101103,,Meinier-Pralys,,46.2432250,6.22646600,,,1,,,
0101103_D,,Meinier-Pralys,,46.2432250,6.22646600,,,0,S0101103,D,
